Question,Answer,Q_Timestamp,A_Timestamp,QA_Index,year,quarter,assertive_expected_value,assertive_cumulative_tone,assertive_change_point,cautious_expected_value,cautious_cumulative_tone,cautious_change_point,optimistic_expected_value,optimistic_cumulative_tone,optimistic_change_point,specific_expected_value,specific_cumulative_tone,specific_change_point,clear_expected_value,clear_cumulative_tone,clear_change_point,relevant_expected_value,relevant_cumulative_tone,relevant_change_point
"Yes, hi. Hi. My first question is around Atkins. I think we all know that there are two drivers that have impacted Atkins. One is maybe the weight management side of things, and the other is just reduced consumer mobility, as you talked about. And I'm wondering how you think about those two drivers, because you mentioned, you know, renewed consumer interest in weight management, and then you mentioned sort of, you know, return to work as two main components of, you know, bringing Atkins back to more normal levels. So we'd just love more perspective around how you think about those two drivers going forward.","Yeah, well, great question. You know, first, if you just track what's happened since COVID, third and fourth quarter on Atkins, we saw a dramatic fall off in people coming to the brand. So our new buyer growth post COVID through the end of our fiscal year was down dramatically, down double digits. And that impacted obviously total volume in the second half of the fiscal year on Atkins. Encouragingly, starting in September, and going through the second quarter, we've seen buyer flow, new buyers coming in, and loyalty among retained buyers at historic levels. So people started coming back to the brand and coming back to weight management pretty much timed with the beginning of our fiscal year. That's encouraging. That means interest in weight management, interest in the brand has been strong since the start of our fiscal year. So we feel pretty good that our marketing is working, our product innovation is working. And so the gap in volume on Atkins, if you think of it from a buyer standpoint, is just straight out buy rate. So how much people are consuming. And then that led us to a path of trying to understand what the driver of that is. And what we learned is there's a high correlation in bars and shakes on Atkins and bars on Quest around Atkins. being at work and being in transit. Fascinating, right? So what's driving Atkins' performance is not people's interest in weight management. It's flat out the number of occasions, kind of where I am and how much I snack, right? How much I'm using it as a meal replacement. And as I mentioned earlier, when I'm home, I'm eating more meals and I'm using... snack foods less as a meal replacement. And I might even snack less because I'm eating more regular meals because I'm home. As I start getting back and going back to work and taking the kids to school and going to sports, convenience becomes more important, my snacking behavior goes up, and I'm probably using our products more as a meal replacement. And you can see that by form. Bars and shakes, which tend to be more meal replacement oriented than snacking oriented, doing less well as people have not been at work and in transit. And then what we call the snackier portion of our portfolio, so chips and cookies and confections, they had no correlation whatsoever to location. So they are getting consumed at normal rates, and we would not expect any change in those forms as people return to work and work. return to their jobs and kids go back to school. So, you know, for us, very encouraging. Consumers are coming back to the brand. And as they get back to work, we're going to see buy rates go back. We're pretty confident of that.",1970.436,2165.631,4,2021,2,0.544,1.587,0,-0.062,-0.2489999999999999,0,0.619,0.878,0,0.882,2.331,0,0.887,3.29,0,0.96,3.588,0
"Okay. That's super helpful, Joe. I was wondering if you could just, like, as we think about, you know, the bar trends for Quest versus Atkins, I know we talked about this earlier on in the pandemic, how Quest was outperforming. So I'm wondering if you have any evolved thoughts on, you know, why sort of the Quest brand specifically within the bar product form is doing better than Atkins?","Yeah, less correlated. So it's interesting we now have the data less correlated to at work and at transit than Atkins is. So pretty interesting there. And then, too, some of the drivers of Quest, so some of the – Distribution drivers, improving distribution in general, some innovation on bars that's really doing well. So Quest has done a slightly better job, less correlated to mobility and being at work, and some nice innovation in particular hero bars have done pretty well. So we've seen Quest do a little bit better from a bar standpoint. Obviously not where we want it to be, but certainly doing a little bit better than Atkins has during that period of time. I would say the last factor, Faiza, is Quest has always been over-indexed in e-commerce, and obviously that's the channel you wanted to be in in the last year, and they continue to perform exceptionally well, and so they have not been as reliant on brick and mortar. So that's helped that part of their business as well.",2192.119,2260.106,5,2021,2,0.487,2.074,0,-0.0739999999999999,-0.3229999999999998,0,0.577,1.455,0,0.72,3.051,0,0.889,4.179,0,0.971,4.559,0
Great. Thank you so much.,"The other interesting thing is if you just look at the development of the brands by channel, the largest retailer of Quest is Amazon doing exceptionally well. The largest retailer of Atkins is Walmart, very challenged during COVID. So that fact alone, given the importance of those two retailers to each of the businesses, has a lot to do with the trajectory of the brands overall.",2262.587,2284.856,6,2021,2,0.284,2.358,0,-0.063,-0.3859999999999998,0,0.239,1.694,0,0.127,3.178,0,0.864,5.043,0,0.689,5.248,0
Great. Really appreciate it. Super helpful.,Yeah. Have a good day.,2288.737,2290.778,7,2021,2,0.101,2.459,0,-0.0429999999999999,-0.4289999999999997,0,0.14,1.834,0,-0.221,2.957,0,0.476,5.519,0,0.543,5.791,0
"Hi. My first question is actually just a follow-up to Faiza's line of questioning because, you know, obviously there's a lot being talked about in terms of maybe consumer behavior will have shifted permanently from COVID. I mean, I think every kid's going to go back to play soccer, but maybe not everybody's going back to the office and mobility won't be quite what it is. or was pre-pandemic. So do you think about that in the context of Atkins in terms of changing the messaging? I mean, we all see the ads a ton, but does it make sense to rethink the product assortment or the messaging from the ads in terms of, you know, trying to appeal to people if they are in fact going to end up staying home and be less mobile going forward?","Yeah, first, I would say a lot of that, you know, we've obviously participated in some of that conversation just as the CEO running a business. As soon as I can get people back to work, I'm getting them back to work because of loss of efficiency in the organization. So I think to some degree there's various points of view on that. I think the conversation is pretty overblown. So my first observation is it's going to be more the same pre-COVID, post-COVID than it is different, just an observation. Second, yeah, obviously – We would adjust marketing. You're already starting to see on Quest development of what I would call everywhere, every time snacks. So the confections, the peanut butter cup confections, the chips and the cookies tend to behave differently than bars and shakes do. So the development of that portion of the franchise becomes very important in that it becomes less site-specific, less time-specific. Clearly Atkins has that development, the confections, but you'll see us starting to innovate in snacks that have less dependence upon kind of being at work and being in transit over time. That's obviously a second strategy, and we're pushing that strategy pretty well. But I got to tell you, I don't think you're going to see dramatic changes in work performance. I expect most companies will be back at work when they have the opportunity to get back to work. Exactly when that's going to happen is anyone's guess, but it's feeling like somewhere between the 4th of July and Labor Day, people start moving back to the office.",2341.886,2437.636,8,2021,2,0.548,3.007,0,-0.061,-0.4899999999999997,0,0.276,2.11,0,0.667,3.624,0,0.7919999999999999,6.311,0,0.904,6.695,0
"Fair enough, fair enough. And then just on the commodity side, I know you called out a little bit of inflation, which is less than what a lot of the other food companies are talking about, and I know that's a function of the products you sell and the product mix and all of that. But can you talk about your sense of sort of the elasticity of demand to the extent inflation continues to creep up your willingness to raise prices, whether you think that will affect demand for the product, both on the Atkins and the Quest side.","Yeah, so we have not taken – on Atkins, we have not taken a price increase in about four or five years. And we are more than prepared, if necessary, to do it. You know, we're constantly looking at opportunities here. and running the elasticity models to see if we did take price, what would that impact be? We're very, very confident that we can execute a price increase and not only maintain strong volumes, but also obviously deliver the price realization that we need. We've been fortunate where we've been locked in. Our team has made some really nice bets on locking in commodities earlier in the year, and we've benefited from that. We're seeing a little bit more impact than we thought a couple months ago on some of the proteins, both dairy and soy, and we talked about inbound freight with higher diesel. Luckily, it's not much of an impact for this year, just a little bit more in the second half than we anticipated, but pretty nominal. If prices stay where they are right now, we'll probably have to do something, look at pulling some levers as we go into our next fiscal year. But we're doing the work right now on elasticity models. We're very, very confident that if we chose to do that, we could execute it very, very well.",2465.67,2556.309,9,2021,2,0.4549999999999999,3.462,0,-0.071,-0.5609999999999997,0,0.319,2.429,0,0.872,4.496,0,0.916,7.227,0,0.969,7.664,0
"Great. Thanks so much. Maybe just a couple easy ones for me. I guess going back to the question just asked around cost inflation and some of the levers, just kind of more generally speaking, if I look at the company, namely Atkins, I guess historically, I don't feel like you really pulled the pricing lever much. It's been about attracting new buyers and you've obviously historically attracted a lot of buyers. It's all growth has been impressively driven by volumes. So as you think about just the cost equation vis-a-vis recovery, is that something you kind of sit there in a few months as you think forward next year and start to consider some pricing changes as long as the category seems to be pricing as well? Or do you kind of have to tiptoe through this to make sure that you're obviously capturing the full recovery as it comes. That's the first quick question.","Yeah, Rob, I think, I think first, uh, our strategy is pretty simple. Maintain our, uh, maintain our gross margins as it, uh, in the marketplace. So we make significant marketing investments, maintaining our gross margins and slightly improving it with costs. Uh, savings opportunities is our longterm strategy. We have priced on Atkins when we've needed to from an inflation standpoint. So Todd's comment was one more of we've been managing inflation to neutral over the last few years and haven't had the need to do that. But if we see significant inflation, looks, feels inflationary as we move into fiscal 21, we wouldn't hesitate to price. Exactly externally what's going on, obviously it's easier when other people are pricing around you. uh, to sell on a price increase to customers. So those are always easier environments than leading. And, and it clearly some of that's going on right now, but we're justifying it. We would justify it based upon the fact that we're seeing inflation. We have a strategy of holding margins. We would, uh, we would be encouraging retailers to take price at retail, not to squeeze their own margins. And, uh, and, uh, you know, and make the movements we need to make in order to hold our gross margins flat and then any cost savings we have kind of fall to the bottom line.",2631.381,2716.973,10,2021,2,0.471,3.933,0,-0.0779999999999999,-0.6389999999999996,0,0.351,2.78,0,0.84,5.336,0,0.886,8.113,0,0.967,8.631,0
"Okay, got it. Makes sense. And then secondly, just on the trade promotional flow as we get through this year and then maybe into next year, again, you know, it sounds like you're kind of getting back to a more normalized rate. Is there kind of anything, you know, strategically you kind of think about that you can do to either, you know, increase display or, you know, run LTOs or what have you kind of as the mobility increases just to make sure you're essentially front and center in that consumer space as they start to walk through Walmart a little bit more?","Yeah, look, I feel pretty confident we benefit from one of the more experienced sales teams in the industry. So I feel real confident in our ability as a team to sell in display activity, especially as people are re-emerging from reduced mobility. So, you know, second quarter was a good example. We did an excellent job of executing display across the board, pretty much across food, drug, and mass. Did a terrific job. I feel pretty confident. We can see third quarter plans right now. They're pretty well locked. I feel really confident of where we'll be in the third quarter from a display activity standpoint. We're still doing the planning and executing for the fourth quarter, but we've got a top-notch sales team. We're really good at selling in display. I think one of the things retailers learned as part of COVID is that big brands matter in categories. Make sure you get those right. Make sure you get those brands on display to drive foot traffic into the aisle. So we're taking advantage of those changes and, I think, of evolution of customer thinking, and we're using that to drive display on both of our brands. So I think I feel pretty good about where we are and where we'll be as we move through the third quarter.",2756.715,2833.236,11,2021,2,0.525,4.458,0,-0.07,-0.7089999999999996,0,0.667,3.447,0,0.522,5.858,0,0.909,9.022,0,0.97,9.601,0
"All right, great. And then I guess just lastly, kind of the question somebody asked every quarter, it's just in terms of, of acquisition appetite. I know you've said historically, you know, continue to have a decent pipeline, looking for something, you know, maybe not as large as Quest, but probably still on healthy snacking. Is there any kind of new perspective on that, just in terms of, obviously, you can't speak to timing, but my assumption is nothing's changed. Pipeline's good, and we're always looking for opportunistic buys. Thanks. That's it.","Yep. I think that's true, and we would highlight that, you know, very encouraged by our quick debt buy-down from the debt we took on for the Quest acquisition. So we've shown this business model deleverages pretty quick. And then we're looking for assets in the space that we're in, and probably what's most important to us is the brand. So what is the brand promise? Do they have a defined consumer target? Have they made progress against that target? We look for strong consumer brands with good innovation pipelines and a strong understanding of who their targets are. And so we found one of those at Quest, and we're constantly on the lookout for the next one.",2871.879,2911.091,12,2021,2,0.478,4.936,0,-0.0699999999999999,-0.7789999999999995,0,0.479,3.926,0,-0.202,5.656,0,0.854,9.876,0,0.97,10.571,0
"All right. Thanks so much, Joe. I really appreciate it.",All right. Have a good day.,2914.373,2916.434,13,2021,2,0.0759999999999999,5.012,0,-0.0439999999999999,-0.8229999999999994,0,0.096,4.022,0,-0.1699999999999999,5.486,0,0.4389999999999999,10.315,0,0.6719999999999999,11.243,0
The next question is from the line of Alexia Howard with Bernstein. Please proceed with your question.,"Hey, Alexia.",2922.318,2927.261,14,2021,2,0.1329999999999999,5.145,0,-0.037,-0.8599999999999994,0,0.065,4.087,0,-0.0499999999999999,5.436,0,0.548,10.863,0,0.4929999999999999,11.736,0
"So... I remember that one of your hopes for the Quest deal was the potential to expand the product range in some of the mass market outlets, particularly Walmart. I imagine that the pandemic kind of limited the ability to do that last year. Just wondering where you are on that path and your ability to get the SKU count on Quest up in those channels. And then I have a follow-up.","Yeah, Lexi, good question. We've made progress certainly in food on Quest and in Target on Quest. Walmart continues to be a little bit of a challenge. They're resetting once a year, so you're kind of locked and loaded what you get in the fall. And it has been impacted by some loss in distribution of our Shake business. So we've seen some Shake declines just based upon the performance of Shake and Walmart stores through the previous 12 months. We're optimistic. that we're going to make progress across the board. Uh, you know, the numbers of items in distribution on quest against the size of the business and food, drug mass, there is white space. And as I said before, we have a pretty talented sales organization, terrific leadership. We'll close those gaps over time. I'm confident of that. And obviously where we've been innovating on quest, we've had incredible success. Probably the, uh, Our chip business is probably the best example. A six-month business is at $50 million in revenue already, so pretty significant success. The innovation pipeline is pretty good. I would expect us to continue to build items on Quest over time and distribution.",2957.074,3034.469,15,2021,2,0.511,5.656,0,-0.066,-0.9259999999999994,0,0.6819999999999999,4.769,0,0.858,6.2940000000000005,0,0.898,11.761,0,0.968,12.704,0
"Great. And then as a follow-up, the dived down in gross margins for the full year you before you were saying flat now i think you're saying slightly down um would you attribute that mainly to the higher than expected input cost and freight inflation or is it more that the promotional activity is having to step up more than you'd anticipated i'm just curious about the retailer environment and whether whether the retailers are uh are asking for more at this point thank you and i'll pass it on yeah","Sure. It's really, there's three pieces of it and they're all pretty small, but they add up to our language changing from flattish to slightly lower. So we're not anticipating a significant change in our gross margin outlook, but we wanted to call out that it was going to be a bit lower than we originally planned. It's really not trade related. Our trade expectations are the same. We knew we wanted to have very strong merchandising activity. We've had it. We knew we wanted to get back to normal levels in the second half. We're doing that. So really nothing on the trade, which has changed our view. It's really three components. One, slightly higher input costs, nothing significant, but a little bit of pressure there. Second one is brand mix. Quite frankly, Quest is growing significantly. much faster than Atkins right now. And as you know, Quest has slightly lower gross margins. So there's a bit of a brand or product mix impact there. And the third component, again, not huge, but a little bit of an impact, is channel mix. As brick and mortar has been slower to rebound than we had originally anticipated, EECOM has not slowed down. The fact that it accelerated in Q2 and we anticipate will be strong in the second half, that's been a little bit of a margin hit as well. Again, all three of those things individually are very, very small, but together, you know, a little bit of an impact for the year.",3069.111,3158.506,16,2021,2,0.385,6.041,0,-0.072,-0.9979999999999994,0,0.074,4.843,0,0.732,7.026,0,0.903,12.664,0,0.874,13.578,0
"Okay. Thanks, guys. Thanks for the question. Joe, in your prepared comments, you talked a little bit about reacceleration of foot traffic at the mass channel level. Can you give us a little bit of cadence? What is the rate of change? How quick is that? And then if you can, put that into some kind of historical perspective. Is traffic at the mass channel fast? You know, 80%, 85%, 90% of what it was pre-COVID. I suspect that that would be a big positive for Atkins, for the Atkins brand.","Yeah, big, you know, pretty much consistently through COVID, foot traffic, mass, down double digits. And they obviously were making it up in baskets, so bigger basket. But when people came to, let me step back. It's probably helpful to understand the total context. COVID, constrained people's shopping behavior by limiting the number of stores they visited and for the most part moved people down to smaller formats. So grocery tended to benefit more than mass did, right? So smaller stores versus bigger stores. And I think it was just, you know, safety concerns. So mass saw declines in foot traffic that pretty much didn't change throughout, you know, from the beginning of COVID to, through the second quarter of this year, foot traffic down. But because people were not eating out, obviously more meals, the basket when people were shopping were bigger. So retailers like Target, Walmart benefited from bigger baskets, but fewer shopping trips and fewer shoppers. So as we move into the third and fourth quarter, obviously those retailers start anniversaring those pretty significant declines in foot traffic. And we're starting... to see improving trends year on year. I would expect those trends to continue. Even without improvements in mobility, I would expect those trends just over easier comparables to improve, and that obviously benefits both of our brands, but it certainly benefits Atkins, given the importance of the mass channel to Atkins' business.",3210.55,3313.125,17,2021,2,0.489,6.529999999999999,0,-0.061,-1.0589999999999995,0,0.493,5.336,0,0.905,7.931,0,0.89,13.554,0,0.961,14.539,0
"And will your buy rates be better with more foot traffic as opposed to larger basket size, if that makes sense?","That's a great question. And, you know, to tell you, I don't have enough quantitative data to tell you that. Intuitively, you would think your buyer behaviors would be more buyers, given the importance. You know, Walmart is 30 plus percent of Atkins business. I would think buy rate would be impacted as well as buyer flow but you know i don't have any historic data to to be able to tell you that right so we haven't had a buyer flow issue in the brands since september so um and we know that buy rate's going to correlate to being back at work and back at transit so i i think mass merchant improvement foot traffic should help consumption we do think that's the case so but uh We haven't forecasted for a lot of that at this point. We just assume mobility is the same and point it to the fact that we've got easier comparables, better foot traffic, and we should see improving consumption just based on those factors.",3324.102,3385.038,18,2021,2,0.409,6.939,0,-0.0689999999999999,-1.1279999999999992,0,0.209,5.545,0,0.7060000000000001,8.637,0,0.912,14.466,0,0.972,15.511,0
"Okay. That's really helpful in your clarity. So the final question is, and this question has already been asked in a different form, but It sounds like in your studies of buying patterns for Atkins, it sounds like you've learned something new about Atkins given the consumption patterns with driving to work or at work behavior. Again, does that change the way you market the brand a little bit? Rob Lowe is not necessarily someone that needs weight management control, so you've positioned it differently, but You know, you've learned something there. Does that change how you market the brand or position it?","Well, first I would say the mobility data was very helpful for both brands. So we understood, you know, our belief prior to the data was general mobility will help us. Well, we've learned now back to work, back to school, in transit, really important to bars and to a lesser degree shakes on both of our brands. That was an important component to it. So understanding that, obviously that's a consumer insight. And obviously, as we look to market our brands, we'll leverage that as an insight from a consumer standpoint. Absolutely. Rob, your question about Rob, we have changed the positioning of Atkins from a fast weight loss diet brand to a weight management brand. And we think Rob is the perfect embodiment of that. And the reason we did that was quite simple. The size of the target audience, about 8 million people. diet, fast weight loss consumers in the U.S., about 33 million weight management consumers in the U.S. interested in low-carb. So a much bigger target audience, and the brand has enjoyed that improving consumer penetration around the bigger repositioning around the bigger audience. So we like Rob. We're going to continue to leverage him.",3427.12,3504.369,19,2021,2,0.539,7.478,0,-0.074,-1.2019999999999993,0,0.5499999999999999,6.095,0,0.883,9.52,0,0.928,15.394,0,0.969,16.48,0
"Hey, everyone. Good morning, Ryan. With the increased move to confections and snacking, or what you're calling the snackier side of your portfolio, is that expansion due to those who are already consuming Atkins and Quest products, or is that largely from those outside the brand family? It's kind of seeing if it's a deepening of existing consumer base or the degree to which there's some incremental consumer expansion going on that might benefit as we come out of, you know, some of the on-the-go restrictions?","Yeah, great. Great question. You know, first I would rebrand it from snackier to everywhere, every time products, right? So what we learned is that they don't correlate at all to where I am. which is really encouraging. It says that as people start becoming more mobile, it'll have no impact at all on consumption of these products. So that's good news for us. And as is the case in most things, as it pertains to brand and product, it's a little of both, right? They're really good at driving new people to the brand, and they're really good at driving buy rate among existing. So we see them as We see them as both, and the data would suggest that they are both.",3550.738,3600.394,20,2021,2,0.501,7.979,0,-0.0759999999999999,-1.2779999999999991,0,0.5539999999999999,6.649,0,0.07,9.59,0,0.826,16.22,0,0.953,17.433,0
"Okay, that's helpful. And I know you answered one question on acquisitions after you've deleveraged as much as you have, but is there anything that you'd be looking for thematically to add to your portfolio, maybe some plant-based products, something that's more of the anytime occasion, some channel expertise, or is there anything else that you would find useful to add to the arsenal?","Strong consumer brands. Well-defined consumer brands, well-defined consumer targets, under-penetrated opportunities to grow. So Quest is a great example of the type of business that we seek. Here's a brand that has shown strong, consistent growth over time. It was well-defined from a brand standpoint. It had a well-understood consumer target. And the opportunity for Quest was it was relatively unknown, relatively low aided and unaided consumer awareness. So the ability to use our marketing expertise to build brand awareness, to drive consideration and prove trial and then conversion, those are the types as opposed to I want to be in this segment or I want this type of product. It's more about, I think, from our standpoint, consumer and brand than it is anything else. And they're hard to find, and when you find them, you've got to grab them. So that's what's on our hunting list. And Quest was possibly the best brand in the category from that, and we're showing that right now in its growth rates, its trajectory, its ability to expand beyond protein bars. its ability to expand beyond specialty channels to food, drug, and mass to other snacking products. The brand promise, the ability to target folks and get them and build trial and penetration on the brand was showing that that was a pretty good profile and we made a good choice. So that's what we're looking for more than any particular segments or products.",3627.167,3736.238,21,2021,2,0.525,8.504,0,-0.07,-1.3479999999999992,0,0.486,7.135,0,0.6070000000000001,10.197,0,0.907,17.127,0,0.959,18.392,1
"This concludes our question and answer session, and I'll turn it back to Joe Scalzo for closing remarks.","Thanks again for participating on today's call. We hope to continue to remain safe, and we look forward to updating you on our third quarter results in July. We hope all of you have a good day.",3748.998,3762.225,22,2021,2,0.248,8.751999999999999,0,-0.05,-1.3979999999999992,0,0.266,7.401,0,-0.113,10.084,0,0.681,17.808,0,0.8069999999999999,19.199,0
This will conclude today's conference.,We may disconnect your lines at this time. Thank you for your participation.,3765.167,3767.869,23,2021,2,0.147,8.899,0,-0.059,-1.4569999999999992,0,0.073,7.474,0,-0.036,10.048,0,0.336,18.144,0,0.1709999999999999,19.37,0
"Hey, good morning, folks. Thanks for slotting me in, and congrats on a strong quarter. Thanks, Jason. You're welcome. I want to make sure that I understood your comments on the retail sales expectations properly. I think you said quarter-on-quarter flap as we go into the fourth quarter, which on my quick back-of-the-envelope math suggests that you may be expecting year-on-year growth to slow to something into the mid-to-high teens. Do I have it roughly right? Yes, you do. Okay. That's still pretty darn robust relative to the comps because I think it actually implies that off of the 2019 level, you're actually going to expect a degree of acceleration from what we saw last quarter. But as I look at the model and the implied guidance for 4Q, you're suggesting a bit of a decel on two-year stack. I was hoping you could help me understand that, maybe unpack that. Was there a pull forward into this quarter? Clearly, there was a bit of a delta between retail sales or anything else in the comparison from last year that we should make note of?","Yeah, so obviously Q3, as we stated, Jason, was held by the pull in from Q2, the winter storms that inflated the Q3 numbers a little bit. The European shutdown is now fully in place, so that's going to affect Q4 more, along with the Simply Protein divestiture. That's been tracking about a one-point headwind. That's now going to be a three-point headwind in the quarter. And then from a shipment perspective, we just typically pull inventory out of the system late in the year, so we're anticipating that's going to happen again.",1490.893,1530.118,1,2021,3,0.292,0.292,0,-0.071,-0.071,0,0.135,0.135,0,0.642,0.642,0,0.7619999999999999,0.7619999999999999,0,0.971,0.971,0
"Got it. I didn't appreciate the elevated Simply Protein combo in the fourth quarter. That's helpful. Switching gears real quick, Joe, you kind of alluded to this, I think, with the consumer and the reengagement with weight management. We hear from Weight Watchers an expectation and anticipation of an off-cycle resolution season, if you will, that they're anticipating to happen throughout the summer and particularly late fall. Are you beginning to see that take shape, and do you also expect to see something like that as we enter the fall and maybe back to school, back to work period?","First, I would say we're really pleased with the growth of the Atkins business. The thing that's frankly surprised us throughout the fiscal year is that despite movement restrictions and people not being out and about, our buyer performance has been outstanding. So we've seen strong buyer growth throughout the fiscal year, even in the midst of the COVID. So as we move through the summer and into the fall, I would tend to agree with Weight Watchers. There's going to be a catalyst as people get out and about more fully that I think will drive renewed interest in weight management. We're kind of gearing up. Todd mentioned weight. that we've made incremental marketing investments. We'll continue to do that through the fourth quarter. And we're kind of gearing up for kids back to school, folks back to work as kind of that catalytic event. So you should expect us to be ready as we kind of move through August, September, October, expecting that and investing appropriately for it.",1567.413,1637.043,2,2021,3,0.494,0.786,0,-0.075,-0.146,0,0.6579999999999999,0.7929999999999999,0,0.535,1.177,0,0.901,1.6629999999999998,0,0.966,1.937,0
"Hi, good morning. I'll add my congratulations for a nice quarter there and outlook. I just had two questions. The first one, as you see this consumer coming back to the Atkins brand in particular in the mass channel, is it just the number, the raw number of incremental users that are using the product that are coming back or is Are you seeing more heavy users engaging with the product, if I can say it that way? I'm just curious what you're seeing, in particular in Atkins, as sort of the consumer comes back to the mass channel.","Too early to call on a quarterly basis. We continue to see strong buyer participation. So both new buyers and retained buyers are strong on the brand. And in the case of mass, foot traffic really improved. Now, they're up against softer comps, but you're starting to see Mass pick market share back up in the category, both categories, in fact. And given our development in particular on Atkins and Mass, that's helped our business. So far, it's been a number of buyer dynamics. Buy rate continues to be kind of below historic levels just because of the number of occasions aren't what they normally are. It'll be interesting, frankly, to see how the mass dynamic plays out in the fourth quarter and first quarter and how that might affect buy rate going forward.",1681.479,1734.439,3,2021,3,0.479,1.265,0,-0.0679999999999999,-0.2139999999999998,0,0.6749999999999999,1.468,0,0.608,1.785,0,0.895,2.558,0,0.967,2.904,0
"Okay. And then I just had a question also on bars. And if I heard right, I think you said maybe the bar category was up 15%. I think you said Atkins was up five, and it sounds like Quest gained share in bars. Just want to make sure I was correct on those numbers, number one. And number two, kind of what's behind those? Like what's driving Quest's growth to gain share? And Atkins is a strong new product innovation. What's causing it to lag that category, if that number is correct?","Yeah, Atkins is – more dependent upon being back at work and being in transit than even we expected. And if you look at Quest, Quest got a few dynamics that are helping it. One, it was down more this time last year, so its comparables are a little bit easier. C-Store has rebounded, which is an important component to its business, and we're even seeing specialty start to come back. Lastly, our sales team has done a really nice job of building distribution into drug masks on bars. So that kind of that triple threats really helped accelerate Quest as we've kind of moved through the third quarter.",1761.019,1802.435,4,2021,3,0.4499999999999999,1.715,0,-0.0629999999999999,-0.2769999999999998,0,0.569,2.037,0,0.51,2.295,0,0.919,3.477,0,0.962,3.866,0
"Yes, hi, good morning. Thank you and congratulations from me also. First, sorry if I missed this in the prepared remarks, but I was hoping you could give us a breakdown of Atkins versus Quest sales in the quarter.","Yeah, so you'll see it in the Q from a pure takeaway perspective. you know, Atkins was up about 15%, Quest up about 56%. Do you have actually the shipment smart candy on us? I'll get it to you. I don't have it in front of me right now. Let me get it to you. I don't have it right in front of me.",1829.181,1858.452,5,2021,3,0.186,1.901,0,-0.0729999999999999,-0.3499999999999997,0,0.0299999999999999,2.067,0,-0.474,1.821,0,0.7010000000000001,4.178,0,0.877,4.743,0
"Okay, that's fine. I guess my second question was just, you know, as we look ahead to, you know, 2022, acknowledging that there's significant uncertainty, I'm curious sort of how you're thinking about the fall resets. You did mention that there is this anticipation that consumers will get back into the weight management category. So I guess I'm wondering, are retailers thinking about it similarly? Do you expect the category to gain incremental shelf space and you know, maybe how are retailers thinking about, you know, big brands versus, you know, smaller new brands sort of in this new normal?","Yeah, let me try to unpack that. There's a lot of questions in there. First, I would say that we like our product pipeline. We have a very talented R&D organization, terrific marketers. The pipeline that we had this spring and in the fall we think is pretty compelling. So, I suspect, you know, we don't like to talk forward too much. I suspect we'll do really well in the resets. In general, COVID has taught retailers that big brands are important, that if you just think about the dynamic that was going on in COVID, you were fighting for shopper traffic. Big brands matter. So we're seeing that in... in strategy with retailers. They are re-engaging with bigger brands. They understand they're important to the aisle and to the foot traffic. And obviously, we've got two of the bigger brands in the category. So, you know, we're in a nice position with retailers right now, just from an important standpoint. I would also add, you know, we really focus on consumers. and we really focus on building penetration of our brands, that's a language that's really interesting to retailers because they then think about that as shopper conversion from the rest of the store. So I think we're in a very good spot as we move through fiscal 22 just from a brand category aisle standpoint. Your question around do I expect weight management to pick up space, those things are more stable than you would think. So the allocation between adult nutrition, active nutrition, and weight management, there is not a lot of variability kind of reset to reset. So you tend to be in a fixed set for most. More times than not, then they're thinking about the entire aisle and moving between, you know, moving between the three subsegments. That's more rare. But I think overall, I think we're in a really good position as we move through the summer and into the fall for the resets. And five, the Atkins was up 0.20% in the quarter, Quest in the 40s. So strong performance from both brands.",1903.791,2042.55,6,2021,3,0.528,2.429,0,-0.062,-0.4119999999999997,0,0.6609999999999999,2.728,0,0.408,2.229,0,0.874,5.052,0,0.967,5.71,0
"Great, thank you so much.",You're welcome.,2044.85,2046.012,7,2021,3,0.11,2.539,0,-0.0499999999999999,-0.4619999999999996,0,0.0799999999999999,2.8079999999999994,0,-0.12,2.109,0,0.4419999999999999,5.494,0,0.509,6.218999999999999,0
"Thanks. First question in terms of pricing, just order of magnitude. Is there anything you can tell us in terms of how much pricing you'll take? Is it going to be on both Atkins and Quest? And, you know, is there any risk given just how fragmented particularly the bars category is? Do you think there's any risk of sort of elasticity when those prices go into the marketplace?","But first, I would say we calculate. As we think about pricing and inflation, we calculate elasticity into our model. So I'd be confident that we understand that dynamic pretty well. Pricing, we're executing a mid-to-upper single-digit price increase. It is on both brands. It's different as a percentage because the inflation hits the brands a little bit differently. And so from a From an execution standpoint, we're in the early stages with conversations with customers. Obviously, this is not a conversation that's in isolation, right? There are manufacturers across the board taking pricing as we speak. And with staring at inflation, significant changes in inflation as we move into fiscal 22. We're pretty confident that we'll work through this with customers and execute against the price increase as we move into September.",2076.177,2131.4,8,2021,3,0.417,2.956,0,-0.0749999999999999,-0.5369999999999995,0,0.422,3.2299999999999995,0,0.88,2.989,0,0.904,6.398,0,0.942,7.161,0
