tic,year,quarter,timestamp_Q,timestamp_A,timestamp_et_q_start,timestamp_et_q_end,timestamp_et_a_start,timestamp_et_a_end,section,speaker_name_Q,speaker_title_Q,question_text,speaker_name_A,speaker_title_A,answer_text,assertive_label,assertive_score,cautious_label,cautious_score,optimistic_label,optimistic_score,specific_label,specific_score,clear_label,clear_score,relevant_label,relevant_score,sent_section_id,qa_assertive_signed,qa_cautious_signed,qa_optimistic_signed,qa_specific_signed,qa_clear_signed,qa_relevant_signed,qa_assertive_cumulative,qa_cautious_cumulative,qa_optimistic_cumulative,qa_specific_cumulative,qa_clear_cumulative,qa_relevant_cumulative,qa_assertive_sentence_level_CP,qa_cautious_sentence_level_CP,qa_optimistic_sentence_level_CP,qa_specific_sentence_level_CP,qa_clear_sentence_level_CP,qa_relevant_sentence_level_CP
TRV,2021,1,3469.929,3554.417,2021-04-20 09:57:34.804000-04:00,2021-04-20 09:57:49.929000-04:00,2021-04-20 09:57:49.929000-04:00,2021-04-20 09:59:14.417000-04:00,QA,Meyer Shields,"Analyst, KBW","Okay, that's helpful. And then a question for Michael, if I can. I know there's been some news about California's insurance commissioner looking for more data and possibly more rebates. How are you thinking about that for travelers?",Michael Klein,"President, Personal Insurance","Sure, Meyer, good question and I would say, you know, certainly California is 1 of a number of states that continue to examine rate levels and premium relief. 1st, and foremost, you know, we're, we're working closely with state regulators across the country and continue to remain in contact and respond to requests for information. For the most part, you know, our approach to balancing rate levels with loss experience has been to manage it through rate. And I've mentioned it before, but, you know, since the onset of the pandemic, we've actually now filed decreases in about 20 states across the country. California doesn't happen to be one of those. You may recall in the latter half of 2020, we actually provided an additional premium refund to California policyholders, partly in response to the ongoing dialogue with the state of California. But broadly speaking, I would say we remain in contact and conversation with the departments of insurance, including California, and are working to be responsive to, again, requests for information and or requests for rate level adjustments, et cetera. So we just continue to monitor and manage the situation.",positive,0.557,neutral,0.673,neutral,0.576,positive,0.922,positive,0.915,positive,0.968,23,0.557,0.0,0.0,0.922,0.915,0.968,9.946,0.0,3.875,11.376,19.303,20.543,0,0,0,1,0,0
TRV,2021,1,3566.628,3576.632,2021-04-20 09:59:14.417000-04:00,2021-04-20 09:59:26.628000-04:00,2021-04-20 09:59:26.628000-04:00,2021-04-20 09:59:36.632000-04:00,QA,Conference Operator,Moderator,"Okay, understood. Thank you so much. This finishes the time allotted for the Q&A session. It is now my pleasure to turn the call back over to Abby Goldstein for closing comments.",Abby Goldstein,"Senior Vice President, Investor Relations","Thank you all for joining us this morning. We really appreciate your time. And as always, if there's any follow-up, please reach out to Investor Relations. And have a great day.",neutral,0.514,neutral,0.726,neutral,0.778,neutral,0.511,positive,0.721,positive,0.581,24,0.0,0.0,0.0,0.0,0.721,0.581,9.946,0.0,3.875,11.376,20.024,21.124,0,0,0,1,0,0
TRV,2021,2,1901.399,1987.094,2021-07-20 09:31:09.270000-04:00,2021-07-20 09:31:41.399000-04:00,2021-07-20 09:31:41.399000-04:00,2021-07-20 09:33:07.094000-04:00,QA,Michael Phillips,"Analyst, Morgan Sandy","And your comment, I think, towards the end where you said you'll begin to file some rate increases later in the year. Question kind of centered around the timing of that. Frequency benefits for you seem to be lasting a little bit longer than some of your peers. Maybe that's a mix of business issue that you might have a little more preferred. Maybe you can confirm that. But what's driving, if frequency started to come back to pre-pandemic levels and you expect that to continue, I guess, why not take rate now? Why wait? to later in the year, and what's driving that need for rate? If it's not frequency, maybe it is, is it more of the severity? So kind of a couple-pronged question there, but more on the timing of the rate, why not now? And then really kind of what's driving, is it more of the frequency or severity that's driving your need for rate? Thank you.",Michael Klein,"President, Personal Insurance","Sure, Michael. Thanks for the question. Really, the timing is really just a function of the process. We're actively... putting together filing packages and engaged in conversations with state insurance departments as we speak. So it's not a question of waiting to get rated, just a function of the process of working with regulators to get rate increases filed and approved. And to your question about frequency and severity, again, I think in my comments about the quarter in particular, we're seeing frequency coming out of the quarter returning more towards pre-pandemic levels. And we are seeing severity pressure. I spiked out some of the physical damage pressures. And I can give you just a quick example there. You've all seen the news about used car prices being up 50%. That particularly impacts us in the case of total losses, where the average cash value of that total loss is up pretty significantly. There's a little bit of an offsetting good guy there because we get more for the salvage recovery on that total vehicle. But net-net, that's putting upward pressure on severity, and that's one example. Total cost to repair vehicles is up. You know, bodily injury severity has also, you know, got upward pressure on it. So we're responding really to both frequency and severity to answer your question on the drivers.",positive,0.52,neutral,0.709,neutral,0.742,positive,0.97,positive,0.875,positive,0.897,1,0.52,0.0,0.0,0.97,0.875,0.897,0.52,0.0,0.0,0.97,0.875,0.897,0,0,0,0,0,0
TRV,2021,2,2036.183,2098.156,2021-07-20 09:33:07.094000-04:00,2021-07-20 09:33:56.183000-04:00,2021-07-20 09:33:56.183000-04:00,2021-07-20 09:34:58.156000-04:00,QA,Michael Phillips,"Analyst, Morgan Sandy","Okay, that's helpful, Mike. Maybe just to follow up on that, Mike, If the timing is more of a process, it sounds like you'd rather do some sooner rather than later. Does the ??I mean, your margins today in the second quarter were still better than 2Q20 ??2Q19, I'm sorry. Still better than pre-code, but you expect things to change. So ??with margins still better, do you expect much of a pushback from anybody at the state level to say, you know, you guys and maybe some of the industries still have really good profit here? So that might be a bit of a pushback on, I don't know how much you expect to get from rate, but that might be some pushback on the ability to get rate that you want given pretty decent returns still?",Michael Klein,"President, Personal Insurance","Yeah, Michael, I think it's a great observation and it is part of that process that I described is really a conversation with regulators and about what the historical experience has been, but also pointing out that, you know, part of that favorable experience is really due to the extraordinary event that is the pandemic. And so we're in conversations with them about how to weight historical experience versus prospective views of trend. And also, you know, state by state experience varies. And our starting point varies by state. We've talked in prior quarters about the fact that we did take rate reductions in over 20 states across the country. And so those are certainly some of the places we're looking initially to see if we should take some of that rate back, which is a different conversation maybe than in a state where we didn't file a rate decrease historically. So again, great observation and really all part of that process that we're engaging in as we speak.",positive,0.556,neutral,0.677,neutral,0.609,positive,0.915,positive,0.873,positive,0.976,2,0.556,0.0,0.0,0.915,0.873,0.976,1.076,0.0,0.0,1.885,1.748,1.873,0,0,0,0,0,0
TRV,2021,2,2149.571,2217.182,2021-07-20 09:34:58.156000-04:00,2021-07-20 09:35:49.571000-04:00,2021-07-20 09:35:49.571000-04:00,2021-07-20 09:36:57.182000-04:00,QA,Ryan,"Analyst, Autonomous Research","Sorry about that. Just got back to the office today, so getting used to the old phone. I just wanted to keep it on personal auto. when we think about where you're seeing some of the elevated loss trend, Michael, is it, you know, is it more geographic or is it preferred versus more standard? I mean, like what are, what are kind of the variables that you're looking at the most to kind of think about, um, you know, where you're seeing loss trying to come back the most.",Michael Klein,"President, Personal Insurance","Yeah. Great, great question, Ryan. And good morning. Welcome back to the office. Um, we, uh, We are seeing it, you know, there are variations across geographies. We look at things like return to normal indices. We look at driving data by state and by geography. But broadly speaking, most areas of the country are seeing driving activity return, again, to close to pre-pandemic levels, closer in some places than others. We also continue to monitor, as we've talked about in the past, commuting miles versus non-commuting miles, and there is still a different mix of miles today than there has been historically. But, you know, when you put all that together and you look at claim frequency, the frequency benefits we saw, and that's part of my comment about as we exit at the quarter, you know, the frequency benefits we've seen over the past few months and quarters have started to wane and wane throughout the second quarter. which is part of our comment about trends returning to pre-pandemic levels.",positive,0.537,neutral,0.688,neutral,0.653,positive,0.885,positive,0.889,positive,0.97,3,0.537,0.0,0.0,0.885,0.889,0.97,1.613,0.0,0.0,2.77,2.637,2.843,0,0,0,0,0,0
TRV,2021,2,2248.615,2405.185,2021-07-20 09:36:57.182000-04:00,2021-07-20 09:37:28.615000-04:00,2021-07-20 09:37:28.615000-04:00,2021-07-20 09:40:05.185000-04:00,QA,Ryan,"Analyst, Autonomous Research","Got it. And I guess my follow-up is more on the home side. So the home attrition loss ratio is above 60. That's clearly somewhat elevated, but we've seen the price of something like lumber, timbers come down quite a bit since, you know, mid-2Q. How much of an alleviating factor should we think about that moving forward? in terms of the type of pressure that's putting on the loss ratio at home, or was putting on the loss ratio at home?",Michael Klein,"President, Personal Insurance","Sure, it's a great question, Ryan. I would say a couple of things. First, in my remarks, I did talk about frequency and severity in particularly frequency and severity of fire and non-weather water losses driving some of that underlying deterioration. So clearly the lumber prices are a severity item, not a frequency item. And we are seeing, we did see upticks in the quarter in both. I would take just a quick step back as we're talking about auto and property though and just make a couple of observations and then come back and finish the answer to your question. If you take a step back and you look at the segment combined ratio on both an overall and an underlying basis, it's very consistent with the long-run average for this business. And when you look at the auto combined ratio, not surprisingly, in the quarter, it still ran below the long-term average. And in property, in the quarter, the combined ratio is, call it, four to six points above those long-term averages on a total and an underlying basis. So that just sort of gives you a little bit of an order of the magnitude of what we're talking about here. I'd also remind you that in property, the highest combined ratio we see in the year is the second quarter. So you've got to sort of put the second quarter into context. But that said, the severity pressure we saw in the quarter was a combination of labor and materials. So certainly the 50-plus percent increases in lumber are in there. Double-digit increase in roofing materials is in there. high single-digit to low double-digit increases in labor is in there. And when we look at our property loss cost mix, it's really labor followed by contents followed by materials. So even if the short answer to your question, I think, is even if lumber prices come back down, that's still a relatively small component of the loss cost. But we do see period-to-period volatility in frequency and severity. in attritional loss in property. So, again, that's part of why I give you that long-run view of where the quarter was relative to history. And at the end of the day, you know, we take a step back and we look at the renewal premium change we're driving in property, and our focus really is to continue to drive rate in property to address some of those pressures.",positive,0.552,neutral,0.605,neutral,0.629,positive,0.97,positive,0.897,positive,0.97,4,0.552,0.0,0.0,0.97,0.897,0.97,2.165,0.0,0.0,3.74,3.534,3.8129999999999997,0,0,0,0,0,0
TRV,2021,2,2451.684,2550.139,2021-07-20 09:40:05.185000-04:00,2021-07-20 09:40:51.684000-04:00,2021-07-20 09:40:51.684000-04:00,2021-07-20 09:42:30.139000-04:00,QA,David Maiden,"Analyst, Evercore ISI","Hi, thanks. Good morning. Just wanted to just follow up a bit more on the auto side. So maybe, Michael, I'm just wondering, I guess, obviously you're taking rate, but how you're thinking about balancing taking rate versus what could be maybe short-lived severity increases, or is the view that these increases in severity that you're witnessing are not transitory and might be more sustainable?",Michael Klein,"President, Personal Insurance","Yeah, it's a great question, and certainly, you know, as we've talked about severity trends over time, we've pretty consistently talked about the fact that we take a long-run view of trends when we set our prices. Now, you know, if if the starting point is elevated because we've seen an uptick in severity, and that's in our lost costs, you know, the question is, is your starting point elevated, and are you trending off that elevated starting point? Or is your, you know, experience you're seeing, or is the experience we're seeing in this quarter an anomaly? I think if I broke apart frequency and severity for you, I'd say, again, we continue to see the frequency trending towards pre-pandemic levels as continuing. How much of the auto materials cost, physical damage cost, inflation is transitory or not is a key question. And, you know, there's lots of varying opinions around that, and we'll factor our best estimate into, you know, that assessment as we factor in what we think we need for rate on a go-forward basis. Yeah, let me just add to that. Whether... inflation, you know, our view on whether inflation is transitory, we're generally looking out over the duration of the liability. So when we're talking about CPI-type inflation, again, lumber, used cars, et cetera, that's impacting, you know, relatively short tail lines. So we don't really have to forecast long-term in that case. And because it's short tail and the claim activity comes in pretty quickly, we see it reasonably quickly and we can react to it pretty quickly. Yep. Great point, Al.",positive,0.541,neutral,0.706,neutral,0.768,positive,0.949,positive,0.888,positive,0.932,5,0.541,0.0,0.0,0.949,0.888,0.932,2.7060000000000004,0.0,0.0,4.689,4.422,4.745,0,0,0,0,0,0
TRV,2021,2,2573.309,2625.819,2021-07-20 09:42:30.139000-04:00,2021-07-20 09:42:53.309000-04:00,2021-07-20 09:42:53.309000-04:00,2021-07-20 09:43:45.819000-04:00,QA,David Maiden,"Analyst, Evercore ISI",Got it. That makes sense. That's helpful. And then maybe a question for Alan just on the investment in Fidelis. I was hoping maybe you could elaborate on the thought process behind that and maybe sort of thinking around your own non-admitted offering and sort of aspirations there.,Alan Schnitzer,Chairman and CEO,"Yeah, thanks for that question. We've got a fair amount of interest in this, which I'm thrilled to have the interest in it. We're interested in it as well. Let me just put in a little bit of context. You can infer from the fact that we didn't disclose terms, it's not a material investment for us. So I think that's just important background to start with. But having said that, when we think about investment activities, we're, and as we said, we're interested in things that provide some strategic capability. And, you know, we've said for a long time that we're underweight E&S, and And this gives us a window into a successful innovative management team that has a lot of expertise in the niche non-admitted space. And in products and geographies that could teach us something as well. So it really is about a learning exercise for us.",positive,0.54,neutral,0.639,neutral,0.6,positive,0.527,positive,0.784,positive,0.935,6,0.54,0.0,0.0,0.527,0.784,0.935,3.2460000000000004,0.0,0.0,5.216,5.206,5.68,0,0,0,0,0,0
TRV,2021,2,2654.924,2696.911,2021-07-20 09:43:45.819000-04:00,2021-07-20 09:44:14.924000-04:00,2021-07-20 09:44:14.924000-04:00,2021-07-20 09:44:56.911000-04:00,QA,Jimmy Buller,"Analyst, JP Morgan","Hi, good morning. So first, just a question on what you're seeing in the workers' comp market in terms of pricing. I think there's been an expectation that things would begin to turn. Are you seeing that? And then I'll follow up.",Greg Toblowski,"President, Business Insurance","Good morning. This is Greg. Yeah, workers' comp continues to bounce around. We thought that we were going to hit the bottom a couple quarters back, and then with the pandemic, there's clearly been some favorable frequency activity around workers' comp and bank wages, payrolls, et cetera. As we continue to work with the bureaus in terms of their lost cost recommendations, they are coming in less negative, and I think the key will be around how they treat 2020. If that's an anomalous year, or if they're going to factor that into the overall rate making. So for our book of business, we didn't quite hit a positive rate number. We were slightly negative in the quarter, but we do see improvement on it every quarter.",positive,0.507,neutral,0.694,positive,0.631,positive,0.883,positive,0.914,positive,0.941,7,0.507,0.0,0.631,0.883,0.914,0.941,3.753,0.0,0.631,6.099,6.12,6.621,0,0,1,0,0,0
TRV,2021,2,2721.444,2799.664,2021-07-20 09:44:56.911000-04:00,2021-07-20 09:45:21.444000-04:00,2021-07-20 09:45:21.444000-04:00,2021-07-20 09:46:39.664000-04:00,QA,Jimmy Buller,"Analyst, JP Morgan","And then on tort costs and sort of social inflation with sort of the reopening of courts, should we assume that we should start to see a little bit of a pickup in social inflation, and how does that affect your loss ratio and have you been assuming, have you been incorporating continued high social inflation in your loss picks through the past few quarters?",Dan Fry,Chief Financial Officer,"Hey, Jimmy, it's Dan. I'll take that one. We have taken the view that social inflation has gone nowhere and that the elevated level of losses that we saw even off of that higher level of losses was gonna persist. So that's what we've assumed as we've continued to make our loss picks and assess our reserves. And I think it's gonna be a while before we see courts work through the backlog of having been closed for much of the past year. Priority in some jurisdictions is gonna be given to criminal cases or Civil cases, whether courts are reopening for in-person discussions or virtual, is still a question in some jurisdictions. So I think it's going to be a while before we know the answer. I think we said pretty consistently last year that there's uncertainty in that environment, and because there's uncertainty, we were taking a cautious view in our view of lost picks and reserves. But the short answer to the question is we think social inflation is as strong as ever, and that's reflected in our numbers.",positive,0.532,neutral,0.645,neutral,0.628,positive,0.894,positive,0.86,positive,0.93,8,0.532,0.0,0.0,0.894,0.86,0.93,4.285,0.0,0.631,6.993,6.98,7.551,0,0,1,0,0,0
TRV,2021,2,2816.23,2829.536,2021-07-20 09:46:39.664000-04:00,2021-07-20 09:46:56.230000-04:00,2021-07-20 09:46:56.230000-04:00,2021-07-20 09:47:09.536000-04:00,QA,Jimmy Buller,"Analyst, JP Morgan","And then just lastly, I think Alan noted that the fact that you didn't disclose the price on Fidelis means that it wasn't a large investment. Should we assume that there should be any impact from the investment on your shared buyback plans for this year?",Dan Fry,Chief Financial Officer,"No, Jimmy. In part of our overall capital management strategy, that's not going to be sort of almost by definition, it's not going to have a meaningful impact on our capital position at all.",neutral,0.492,neutral,0.687,neutral,0.913,neutral,0.577,positive,0.85,positive,0.967,9,0.0,0.0,0.0,0.0,0.85,0.967,4.285,0.0,0.631,6.993,7.83,8.518,0,0,0,1,0,0
TRV,2021,2,2875.657,2953.04,2021-07-20 09:47:09.536000-04:00,2021-07-20 09:47:55.657000-04:00,2021-07-20 09:47:55.657000-04:00,2021-07-20 09:49:13.040000-04:00,QA,Josh Shanker,"Analyst, Bank of America","Yeah, good morning, everyone. I just want to talk about, I know there's been a lot of questions on personal auto, but I have one more. This has been the best month for growth in terms of new policies that you guys have seen since back in 2016. Given that you firmly expected frequency to return, is there a risk that you've put on customers who came in because of a good price in the pandemic, but the price won't be an adequate price post-pandemic and they might leave?",Dan Fry,Chief Financial Officer,"Yeah, Josh, it's Michael. I suppose there's always a risk, and certainly there's pressure on retention when you start to increase prices. That said, we feel comfortable with the pricing levels that we've been putting business on the books. I mentioned Intellidrive as a key driver of some of our growth. Distribution expansion has been a driver of some of our growth. There's a lot of things that you can point to, including elevated quote activity. that are drivers of growth in auto. We've seen some slight improvement in close rate in auto over the past few months as we've maintained our PC essentially flat. But there are a lot of other drivers of growth than just price that we can point to that probably alleviate some of that. Hey, Josh, Dan, just one other comment on that. I think we've done a terrific job in the auto book over recent years in terms of understanding our appetite and having a consistent appetite. And I'd just point you to the last time we did take significant pricing in auto back in 2017, 2018 timeframe. We did not shrink PIF count in that environment.",positive,0.599,neutral,0.692,positive,0.618,positive,0.852,positive,0.886,positive,0.883,10,0.599,0.0,0.618,0.852,0.886,0.883,4.884,0.0,1.249,7.845,8.716,9.401,1,0,0,0,0,0
TRV,2021,2,2986.938,2996.423,2021-07-20 09:49:13.040000-04:00,2021-07-20 09:49:46.938000-04:00,2021-07-20 09:49:46.938000-04:00,2021-07-20 09:49:56.423000-04:00,QA,Josh Shanker,"Analyst, Bank of America","Good point, good point. And on a related topic that's sort of been addressed with the court reopenings and whatnot, can you talk about whether in 2Q you're seeing convergence between modeled lost cost trends and actual experience. I assume that you prepared for a lot more losses on an incurred basis during the pandemic that didn't occur because of the nature of courts. Is that narrowing right now, or are we still experiencing loss far below the model overall?",Dan Fry,Chief Financial Officer,"Let me make sure I understand the question, Josh. You mean the trend in the loss ratio, or you mean the level",neutral,0.541,neutral,0.615,neutral,0.83,neutral,0.626,positive,0.695,positive,0.81,11,0.0,0.0,0.0,0.0,0.695,0.81,4.884,0.0,1.249,7.845,9.411,10.211,1,0,0,0,0,0
TRV,2021,2,3030.413,3078.35,2021-07-20 09:49:56.423000-04:00,2021-07-20 09:50:30.413000-04:00,2021-07-20 09:50:30.413000-04:00,2021-07-20 09:51:18.350000-04:00,QA,Josh Shanker,"Analyst, Bank of America","I mean, in every line of business, you assume that the loss cost trend can be 4%, 5%, 6%. But during the pandemic, it wasn't that because of courts and other reasons. But you assume that that's just a delay. Is your loss experience coming closer in line with your model protections? Or are we still kind of a huge backload of reserves for claims that haven't come through because pandemic conditions persist? Yeah, I think closer to the latter.",Dan Fry,Chief Financial Officer,"So we still have, for example, low paid-to-incur ratios. We still have, for example, the majority of the ultimate losses we recognize for COVID sitting in IVNR. And to the earlier question on court reopening, again, I think people are maybe jumping the gun on that. I think it's going to be quite a while before we are still expecting longer periods of development in terms of how long it's going to take to get to ultimate. And again, as we said previously, even though the data itself looked good, we took a cautious view in terms of our loss picks and our reserves with assumptions more in line with our normal long-term loss trend.",positive,0.517,neutral,0.658,neutral,0.77,positive,0.815,positive,0.912,positive,0.966,12,0.517,0.0,0.0,0.815,0.912,0.966,5.401,0.0,1.249,8.66,10.323,11.177,0,0,0,0,0,0
TRV,2021,2,3085.876,3087.337,2021-07-20 09:51:18.350000-04:00,2021-07-20 09:51:25.876000-04:00,2021-07-20 09:51:25.876000-04:00,2021-07-20 09:51:27.337000-04:00,QA,Josh Shanker,"Analyst, Bank of America","All right. I'll dig in a little bit later, but I don't want to keep up the line. Thank you very much.",Michael Klein,"President, Personal Insurance","Thanks, Josh.",neutral,0.658,neutral,0.713,neutral,0.91,neutral,0.646,positive,0.516,neutral,0.475,13,0.0,0.0,0.0,0.0,0.516,0.0,5.401,0.0,1.249,8.66,10.839,11.177,0,0,0,0,1,1
TRV,2021,2,3117.747,3168.387,2021-07-20 09:51:27.337000-04:00,2021-07-20 09:51:57.747000-04:00,2021-07-20 09:51:57.747000-04:00,2021-07-20 09:52:48.387000-04:00,QA,Tracy,"Analyst, Barclays","Dan, you mentioned that Travelers is less leveraged to overall CPI type inflation. Are there better macroeconomic indicators we should be looking at if CPI is a lesser measure for long tail lines? I have muscle memory from my formal role that there are other indices you look at that is more nuanced for your businesses to measure claims inflation.",Alan Schnitzer,Chairman and CEO,"Yeah, Tracy, let me start, and Dan can fill in whatever I missed. You know, we're actually not trying to forecast CPI or inflation generally. We're trying to forecast loss costs, and we do that by analyzing our own data and incorporating forecasts from third parties, and we do that on a very granular basis. So, you know, take workers' comp, for example. We're not forecasting medical inflation. We're looking at components. So, I think prescription drug prices, durable medical equipment, et cetera. And we're doing that in the same mix that those loss costs contribute to our actual losses. So it's hard. I mean, obviously, we can't give you a single number, and it's hard to say, gee, go look at this index or that index, because we're doing it on a very granular basis, in part by tumbling our own data, squaring triangles, and by reference to third-party sources.",positive,0.53,neutral,0.641,neutral,0.854,positive,0.844,positive,0.916,positive,0.972,14,0.53,0.0,0.0,0.844,0.916,0.972,5.931,0.0,1.249,9.504,11.755,12.149000000000001,0,0,0,0,1,1
TRV,2021,2,3181.628,3233.337,2021-07-20 09:52:48.387000-04:00,2021-07-20 09:53:01.628000-04:00,2021-07-20 09:53:01.628000-04:00,2021-07-20 09:53:53.337000-04:00,QA,Tracy,"Analyst, Barclays","Okay, so all those nuances. factor that you're looking at, does that worry you with respect to inflation if CPI is not the indicator we should be super focused on?",Alan Schnitzer,Chairman and CEO,"No, there's nothing about loss, cost, or inflation that's worrying us at all, in fact. The emphasis in the conversation here is because to a degree we are seeing it, but we saw pretty good profitability in personal lines. And it's in a short tail line. And the consequence of that is We can see it very quickly and react to it very quickly and contrast that to, say, social inflation, which was an issue for us a few years ago, where it takes a little bit longer for us, although I will say that I think as compared to many, we saw that very, very quickly. And there's not nearly as much leverage on the balance sheet, so there's not as much risk in the reserves. And we can price for it relatively quickly. So there's actually nothing at all about the inflation environment that's of concern to us at the moment. in short-tail lines or long-tail lines.",positive,0.564,neutral,0.651,neutral,0.666,positive,0.825,positive,0.891,positive,0.884,15,0.564,0.0,0.0,0.825,0.891,0.884,6.495,0.0,1.249,10.329,12.646,13.033,0,0,0,0,0,0
TRV,2021,2,3250.479,3286.476,2021-07-20 09:53:53.337000-04:00,2021-07-20 09:54:10.479000-04:00,2021-07-20 09:54:10.479000-04:00,2021-07-20 09:54:46.476000-04:00,QA,Tracy,"Analyst, Barclays","Okay, great. Just one follow-up on Fidelis. It's also a reinsurer, so I'm just wondering if this partnership could look like a sidecar where you can see your own premiums to this platform where it could potentially compete with reinsurers on your panels.",Alan Schnitzer,Chairman and CEO,"Certainly not at the moment, not as the way we've contemplated this. It really is just the way we've presented it. It's pretty simple. It's a really interesting business model. It's a fantastic management team. They've got a great track record. The cultures are very compatible. What they do is very interesting to us, and we wanted to learn more. For the time being, that's really all there is to it. Maybe over time we'll collaborate with them and there will be business opportunities. Who knows? But for the time being, it really is just as we've laid it out.",positive,0.497,neutral,0.687,neutral,0.749,neutral,0.483,positive,0.905,positive,0.959,16,0.497,0.0,0.0,0.0,0.905,0.959,6.992,0.0,1.249,10.329,13.551,13.992,0,0,0,0,0,0
TRV,2021,2,3288.85,3290.551,2021-07-20 09:54:46.476000-04:00,2021-07-20 09:54:48.850000-04:00,2021-07-20 09:54:48.850000-04:00,2021-07-20 09:54:50.551000-04:00,QA,Tracy,"Analyst, Barclays",Thank you for taking my question.,Alan Schnitzer,Chairman and CEO,"Thanks, Tracy.",neutral,0.574,neutral,0.769,neutral,0.883,neutral,0.65,positive,0.547,positive,0.573,17,0.0,0.0,0.0,0.0,0.547,0.573,6.992,0.0,1.249,10.329,14.098,14.565,0,0,0,0,0,0
TRV,2021,2,3336.776,3448.704,2021-07-20 09:54:50.551000-04:00,2021-07-20 09:55:36.776000-04:00,2021-07-20 09:55:36.776000-04:00,2021-07-20 09:57:28.704000-04:00,QA,Elise Greenspan,"Analyst, Wells Fargo","Hi, thanks. Good morning. Alan, I guess my first question is on the Fidelis investment as well. You know, through the years, you've said you guys weren't interested in reinsurance deals. Obviously, there's unique features of this investment away from just reinsurance, but I just want to get a sense of just as we think about M&A, like has your stance on reinsurance changed? And then you guys issued $750 million of debt in the quarter, and it was earmarked for business growth. So I'm just trying to ??is you tying that capital into potential M&A, or is that more earmarked for organic business growth?",Dan Fry,Chief Financial Officer,"Let me start with Hidalgo, and then I'll ask Dan to comment on the capital raise. Okay. There's just nothing at all about this that signals any shift in our thinking about reinsurance. We are primarily focused on being a primary rider with very limited interest in reinsurance, and that remains the case. It just so happens that Fidelis writes some of their business in the form of reinsurance, but that's just one of their four pillars of business. There are some interesting aspects of their reinsurance business. They've got really thoughtful risk management tools. They're really thoughtful with risk and reward, and so... there's the potential for us to learn something in terms of managing our own cap portfolio. And I will point out why it hasn't been, and I don't expect it to be any significant focus for us. We do write a little bit of reinsurance where it's complementary to our core business. So, for example, we've got a boiler rebusiness. So it's not completely foreign to us. It's a very, very, very small part of what we do. No change in strategic focus. But it's not alarming to us, and in this respect, we think that there's something for us to learn. And Elise, regarding the capital question, no change at all in our philosophy or urgency around M&A or lack of urgency around M&A. It's really coincidental, the timing of when these things came together, and again, the much in the way of capital management anyways. I think if you go back in the transcripts six or even eight quarters ago, we were talking about eventually we would have the need to issue more debt just to keep up with growth in the top line and to maintain a debt to capital ratio that we're comfortable with.",positive,0.571,neutral,0.592,neutral,0.743,positive,0.732,positive,0.845,positive,0.965,18,0.571,0.0,0.0,0.732,0.845,0.965,7.563000000000001,0.0,1.249,11.061,14.943,15.53,0,0,0,0,0,0
TRV,2021,2,3470.864,3540.161,2021-07-20 09:57:28.704000-04:00,2021-07-20 09:57:50.864000-04:00,2021-07-20 09:57:50.864000-04:00,2021-07-20 09:59:00.161000-04:00,QA,Elise Greenspan,"Analyst, Wells Fargo","Okay, thanks. And then my second question, can you guys quantify the impact that exposure had on your premium growth in the quarter? And then within select accounts, within business insurance, I noticed that the premiums declined in the quarter, but I thought exposure would have benefited that business line as well.",Greg Toblowski,"President, Business Insurance","So at least, Dan, I'm going to, I guess, resist the temptation to sort of try to do a reconciliation of written premium to the degree that there's positive exposure, the same way that to the degree that there's positive rate, that just means that the accounts that renewed would have renewed at that much more. Having said that, it's applicable to the accounts that renewed. That's the measure that it would apply to. I don't know, Greg, you want to? Yeah, I mean, just a little bit more color on select. We've shared with you that we've been very focused on improving the profitability of that business. And so we've certainly been very thoughtful around production and pursuing margin improvement for rates in terms of conditions and that sort. I will tell you also in the select business, during the pandemic, because of some of our ability to have a little more flexibility for our customer, we suspended some billing and some cancellation activity, and now that's back in play in the marketplace. So you have a little bit of drag in the top line with that, just back to normal activity. But when comparing that to the base period, that has a little bit of an impact also at least.",positive,0.529,neutral,0.653,neutral,0.847,positive,0.901,positive,0.871,positive,0.971,19,0.529,0.0,0.0,0.901,0.871,0.971,8.092,0.0,1.249,11.962,15.814,16.501,0,0,0,0,0,0
