tic,year,quarter,timestamp_p,section,section_id,speaker_name_P,speaker_title_P,presentation_text,finberttone_expected_value,finberttone_cumulative_tone,finberttone_change_point
RFIL,2021,1,1075.648,Pre,149,Rob Dawson,President and Chief Executive Officer,Peter?,-3.66E-05,34.10688658,0
RFIL,2021,1,1080.071,Pre,150,Peter Yin,Senior Vice President and Chief Financial Officer,"Thank you, Rob, and good afternoon, everyone.",0.076996817,34.1838834,0
RFIL,2021,1,1086.175,Pre,151,Peter Yin,Senior Vice President and Chief Financial Officer,"In Q1, we again saw a very challenging sales environment similar to previous quarters.",-0.999999484,33.18388392,1
RFIL,2021,1,1088.889,Pre,152,Peter Yin,Senior Vice President and Chief Financial Officer,which continue to have an impact on our revenue.,-0.257089451,32.92679447,0
RFIL,2021,1,1100.936,Pre,153,Peter Yin,Senior Vice President and Chief Financial Officer,"To add to that, our fiscal Q1 is seasonally our toughest quarter as we have less shift days compared to our other fiscal quarters, five business days to be exact when comparing to our previous Q4.",-0.999937206,31.92685726,0
RFIL,2021,1,1107.7,Pre,154,Peter Yin,Senior Vice President and Chief Financial Officer,"However, the good news is that we are starting to see increased demand and positive momentum around new business generations.",0.999999981,32.92685724,0
RFIL,2021,1,1117.397,Pre,155,Peter Yin,Senior Vice President and Chief Financial Officer,Sales in the first quarter at $10 million were primarily impacted by orders that we had expected would ship but were pushed out.,-0.993393092,31.93346415,0
RFIL,2021,1,1128.366,Pre,156,Peter Yin,Senior Vice President and Chief Financial Officer,"Had these orders gone out, our revenue in Q1 would have been similar to the last quarter Q4 at $10.7 million, even with the lower amount of ship days in the period.",-0.000293719,31.93317043,0
RFIL,2021,1,1147.435,Pre,157,Peter Yin,Senior Vice President and Chief Financial Officer,"When comparing to the prior year first quarter sales at $12.4 million, The decrease is primarily related to project revenue from a large Tier 1 carrier customer for our hybrid fiber cable offering, which did not recur in Q1 2021.",-0.998910496,30.93425993,0
RFIL,2021,1,1156.31,Pre,158,Peter Yin,Senior Vice President and Chief Financial Officer,"However, Q1 sales were partially offset by an increase in our distribution revenue, which increased 15% year over year.",0.999669545,31.93392948,0
RFIL,2021,1,1162.233,Pre,159,Peter Yin,Senior Vice President and Chief Financial Officer,Gross margins was 26% in Q1 compared to 28% in Q4.,-3.78E-05,31.93389171,0
RFIL,2021,1,1166.056,Pre,160,Peter Yin,Senior Vice President and Chief Financial Officer,The decrease here relates to the lower sales we experienced.,-0.999357494,30.93453422,0
RFIL,2021,1,1173.146,Pre,161,Peter Yin,Senior Vice President and Chief Financial Officer,"comparing to Q1 last year, even with the lower sales, our gross margins remained relatively consistent.",0.10320223,31.03773645,0
RFIL,2021,1,1179.268,Pre,162,Peter Yin,Senior Vice President and Chief Financial Officer,This is a result of us continuing to do a good job operationally in managing our expenses.,0.999999978,32.03773643,0
RFIL,2021,1,1195.236,Pre,163,Peter Yin,Senior Vice President and Chief Financial Officer,"Rather than continue to go through all the comparisons one by one, whether looking at net loss, EPS, or EBITDA, the primary reason for the decline in each of the comparisons can be explained by the decrease in sales we experienced in Q1.",-0.999993647,31.03774278,0
RFIL,2021,1,1212.496,Pre,164,Peter Yin,Senior Vice President and Chief Financial Officer,"We could have made drastic changes to our business to minimize the impact of the lower sales number we experienced during our first quarter, but it would have meant sacrificing long-term capabilities for short-term results, which was not something worth doing given the opportunity in front of us.",-0.999990376,30.0377524,0
RFIL,2021,1,1222.959,Pre,165,Peter Yin,Senior Vice President and Chief Financial Officer,"We are better positioned in the marketplace today than we ever have been, and with the opportunities that we believe lie in front of us, it was and is critical for us to stay the course.",0.999999991,31.03775239,0
RFIL,2021,1,1236.512,Pre,166,Peter Yin,Senior Vice President and Chief Financial Officer,"While we experienced slower-than-expected project spend from major carriers in the quarter, we are starting to see momentum build around new business, as evidenced by our improved bookings and growth in our backlog in the quarter.",0.999999988,32.03775238,1
RFIL,2021,1,1243.997,Pre,167,Peter Yin,Senior Vice President and Chief Financial Officer,"At the end of Q1, our backlog was $7.1 million, up from $6.3 million last quarter.",0.702351728,32.74010411,0
RFIL,2021,1,1252.122,Pre,168,Peter Yin,Senior Vice President and Chief Financial Officer,"During the quarter, we saw our first purchase order of $1.2 million from a brand-new carrier customer for hybrid fiber solutions.",0.001395778,32.74149989,0
RFIL,2021,1,1258.733,Pre,169,Peter Yin,Senior Vice President and Chief Financial Officer,"And since the quarter end, our backlog continues to build and currently stands at approximately $8.5 million.",0.000214618,32.74171451,0
RFIL,2021,1,1279.33,Pre,170,Peter Yin,Senior Vice President and Chief Financial Officer,"To give an update on the Paycheck Protection Program or PPP loans of approximately $2.8 million that we applied for and received in May 2020, I'm pleased to note that subsequent to Q1, we have received good news from our lender and the SBA that these loans have been fully forgiven.",0.999998812,33.74171332,0
RFIL,2021,1,1287.427,Pre,171,Peter Yin,Senior Vice President and Chief Financial Officer,"We use these loans to cover eligible payroll costs, which helps us keep our team intact through this difficult operating environment.",0.99966432,34.74137764,0
RFIL,2021,1,1295.112,Pre,172,Peter Yin,Senior Vice President and Chief Financial Officer,"As a result of the PPP loans, our production capabilities have not been impacted and we remain built for growth.",0.895347911,35.63672555,0
RFIL,2021,1,1306.719,Pre,173,Peter Yin,Senior Vice President and Chief Financial Officer,"Also, although we don't see a lot of capex needed for us to get to where we want to be when conditions improve and demand increases, We are always assessing the need for additional improvements.",-0.040707301,35.59601825,0
RFIL,2021,1,1317.905,Pre,174,Peter Yin,Senior Vice President and Chief Financial Officer,"Should we see the need for capex spend to help improve our efficiency and or capacity, we will review those opportunities and assess whether additional spend is required and warranted.",-4.62E-05,35.59597207,0
RFIL,2021,1,1324.729,Pre,175,Peter Yin,Senior Vice President and Chief Financial Officer,Our balance sheet remained strong and included cash and cash equivalents of $15.5 million and working capital of $25 million.,0.999999894,36.59597196,0
RFIL,2021,1,1335.996,Pre,176,Peter Yin,Senior Vice President and Chief Financial Officer,"We are seeing our overall sales pipeline continue to build in nearly all areas, which gives us confidence that things are getting better.",0.999999998,37.59597196,0
RFIL,2021,1,1351.38,Pre,177,Peter Yin,Senior Vice President and Chief Financial Officer,"With what we know today, we are expecting sequential growth in the second quarter over Q1 and a return to year-over-year revenue growth in fiscal 2021, with the majority of the growth coming in the back half of the year, as we have mentioned.",0.999996376,38.59596834,0
RFIL,2021,1,1363.506,Pre,178,Peter Yin,Senior Vice President and Chief Financial Officer,"Lastly, on the investor relations front, Rob and I will be presenting and conducting virtual one-on-one meetings at the 33rd Annual Roth Conference next Tuesday, March 16th.",-5.53E-07,38.59596779,0
RFIL,2021,1,1366.187,Pre,179,Peter Yin,Senior Vice President and Chief Financial Officer,We hope to see some of you virtually at the conference.,0.004753774,38.60072156,0
RFIL,2021,1,1368.368,Pre,180,Peter Yin,Senior Vice President and Chief Financial Officer,That concludes my discussion.,8.93E-06,38.60073049,0
RFIL,2021,2,0.029,Pre,1,Operator,Conference Operator,Greetings.,-0.001079621,-0.001079621,0
RFIL,2021,2,5.753,Pre,2,Operator,Conference Operator,Welcome to the RF Industries Second Quarter Fiscal 2021 Financial Results Conference Call.,8.74E-05,-0.000992206,0
RFIL,2021,2,8.835,Pre,3,Operator,Conference Operator,"At this time, all participants are in a listen-only mode.",-2.09E-05,-0.001013103,0
RFIL,2021,2,11.457,Pre,4,Operator,Conference Operator,The question and answer session will follow the formal presentation.,-1.05E-05,-0.001023587,0
RFIL,2021,2,17.361,Pre,5,Operator,Conference Operator,"If anyone should require operator assistance during the conference, please press star zero on your telephone keypad.",-9.49E-05,-0.001118467,0
RFIL,2021,2,19.863,Pre,6,Operator,Conference Operator,Please note this conference is being recorded.,-0.00035533,-0.001473797,0
RFIL,2021,2,24.566,Pre,7,Operator,Conference Operator,"I will now turn the conference over to your host, Jim Byers of MKR Investor Relations.",-0.000238,-0.001711797,0
RFIL,2021,2,25.667,Pre,8,Operator,Conference Operator,Thank you.,0.159266192,0.157554395,0
RFIL,2021,2,26.147,Pre,9,Operator,Conference Operator,You may begin.,-0.003546732,0.154007663,0
RFIL,2021,2,27.948,Pre,10,Jim Byers,"Host, MKR Investor Relations","Thank you, operator.",0.141972662,0.295980324,0
RFIL,2021,2,28.629,Pre,11,Jim Byers,"Host, MKR Investor Relations",Good afternoon.,0.111278942,0.407259266,0
RFIL,2021,2,35.226,Pre,12,Jim Byers,"Host, MKR Investor Relations",and welcome to RF Industries' second quarter fiscal 2021 financial results conference call.,0.000116184,0.40737545,0
RFIL,2021,2,44.55,Pre,13,Jim Byers,"Host, MKR Investor Relations",With me on today's call are RF Industries President and CEO Rob Dawson and Senior Vice President and Chief Financial Officer Peter Yin.,-8.81E-06,0.407366645,0
RFIL,2021,2,49.652,Pre,14,Jim Byers,"Host, MKR Investor Relations","Before I turn the call over to Rob and Peter, I'd like to cover a few quick items.",-0.000145328,0.407221317,0
RFIL,2021,2,55.914,Pre,15,Jim Byers,"Host, MKR Investor Relations","This afternoon, RF Industries issued a press release announcing its second quarter fiscal 2021 financial results.",-2.43E-05,0.407197006,0
RFIL,2021,2,61.601,Pre,16,Jim Byers,"Host, MKR Investor Relations",That release is available on the company's website at RFIndustries.com.,7.89E-07,0.407197795,0
RFIL,2021,2,72.047,Pre,17,Jim Byers,"Host, MKR Investor Relations","This call is being broadcast live over the Internet for all interested parties, and the webcast will be archived on the investor relations page of the company's website.",2.11E-05,0.407218858,0
RFIL,2021,2,79.791,Pre,18,Jim Byers,"Host, MKR Investor Relations","I want to remind everyone that during today's call, management will make forward-looking statements that involve risks and uncertainties.",-0.031765838,0.37545302,0
RFIL,2021,2,91.977,Pre,19,Jim Byers,"Host, MKR Investor Relations","Please note that except for the historical statements, statements on this call today may constitute forward-looking statements within the meaning of Section 21E of the Securities Exchange Act of 1934.",-0.001669475,0.373783545,0
RFIL,2021,2,102.09,Pre,20,Jim Byers,"Host, MKR Investor Relations","When used, the words anticipate, believe, expect, intend, future, and other similar expressions identify forward-looking statements.",0.066272896,0.440056441,0
RFIL,2021,2,108.171,Pre,21,Jim Byers,"Host, MKR Investor Relations",These forward-looking statements reflect management's current views with respect to future events and financial performance.,-0.000769366,0.439287075,0
RFIL,2021,2,115.647,Pre,22,Jim Byers,"Host, MKR Investor Relations","and are subject to risks and uncertainties, and actual results may differ materially from the outcomes contained in any forward-looking statements.",-0.065809751,0.373477324,0
RFIL,2021,2,134.904,Pre,23,Jim Byers,"Host, MKR Investor Relations","Factors that could cause these forward-looking statements to differ from actual results include delays in development, marketing or sales of products, and other risks and uncertainties discussed in the company's periodic reports on Form 10-K and 10-Q and other filings with the Securities and Exchange Commission.",-0.996863232,-0.623385908,0
RFIL,2021,2,141.125,Pre,24,Jim Byers,"Host, MKR Investor Relations",RF Industries undertakes no obligation to update or revise any forward-looking statements.,-0.000468959,-0.623854867,0
RFIL,2021,2,146.707,Pre,25,Jim Byers,"Host, MKR Investor Relations","Additionally, throughout this call, we will be discussing certain non-GAAP financial measures.",-8.82E-05,-0.623943032,0
RFIL,2021,2,159.49,Pre,26,Jim Byers,"Host, MKR Investor Relations",Today's earnings release and the related current report on Form 8 described the differences between our non-GAAP and GAAP reporting and present the reconciliation between the two for the periods reported in the release.,-0.000266069,-0.624209101,0
RFIL,2021,2,164.772,Pre,27,Jim Byers,"Host, MKR Investor Relations","Now, with that said, I'll turn the conference over to Rob Dawson, President and CEO.",-0.001418654,-0.625627755,0
RFIL,2021,2,165.692,Pre,28,Jim Byers,"Host, MKR Investor Relations",Rob?,-5.43E-05,-0.62568208,0
RFIL,2021,2,167.843,Pre,29,Rob Dawson,"President and CEO, RF Industries","Thank you, Jim.",0.149400428,-0.476281653,0
RFIL,2021,2,168.904,Pre,30,Rob Dawson,"President and CEO, RF Industries","Good afternoon, everyone.",0.238991696,-0.237289957,0
RFIL,2021,2,173.407,Pre,31,Rob Dawson,"President and CEO, RF Industries",Welcome to our second quarter fiscal 2021 earnings conference call.,0.000172591,-0.237117366,1
RFIL,2021,2,184.235,Pre,32,Rob Dawson,"President and CEO, RF Industries",I'd like to start with a brief review of our second quarter results and discuss what we're seeing now and expect going forward before turning the call over to Peter to give more commentary on the financials.,-6.15E-07,-0.237117981,0
RFIL,2021,2,190.2,Pre,33,Rob Dawson,"President and CEO, RF Industries",We're pleased to report sequential growth in both sales and profits in the second quarter.,0.999999997,0.762882017,0
RFIL,2021,2,200.972,Pre,34,Rob Dawson,"President and CEO, RF Industries","Sales for the fiscal second quarter came in just above $11 million, a sequential increase of 11% over the first quarter and up 6% from the prior year second quarter.",0.999999895,1.762881912,0
RFIL,2021,2,216.116,Pre,35,Rob Dawson,"President and CEO, RF Industries","We're starting to see signs of recovery in the wireless carrier ecosystem spend, as evidenced by the two sizable orders we received over the past couple of months, which brought our backlog to nearly $24 million at one point last month, the highest in the company's history.",0.999999974,2.762881886,0
RFIL,2021,2,223.377,Pre,36,Rob Dawson,"President and CEO, RF Industries","Not all this backlog will ship immediately, but it certainly supports our expectations for a strong back half of the year.",0.999999998,3.762881884,0
RFIL,2021,2,242.128,Pre,37,Rob Dawson,"President and CEO, RF Industries",These two multimillion-dollar orders at our Cables Unlimited division in Long Island were for our OptiFlex hybrid fiber solution for use in the build-out of wireless tower sites and came from a new Tier 1 wireless carrier customer we had never done direct business with before.,-4.91E-05,3.762832828,0
RFIL,2021,2,254.39,Pre,38,Rob Dawson,"President and CEO, RF Industries",These orders represent a significant win for us and highlight the increasing demand for our product offerings as wireless carriers accelerate their 5G build out and the related network densification.,0.999999983,4.762832811,0
RFIL,2021,2,271.716,Pre,39,Rob Dawson,"President and CEO, RF Industries","As I've noted before, significant project wins like this, layered on top of our higher run rate through both our core OEM customers and our strong distribution partners, give us confidence that our combined product platform is a springboard for future revenue growth.",0.999999989,5.7628328,0
RFIL,2021,2,278.695,Pre,40,Rob Dawson,"President and CEO, RF Industries","Historically, we've had just one Tier 1 customer on the hybrid side, so we're very pleased to add a second.",0.999999621,6.762832421,0
RFIL,2021,2,286.039,Pre,41,Rob Dawson,"President and CEO, RF Industries","As we've noted before, our OptiFlex hybrid fiber solution has been one of the key components of our growth in the last few years.",0.999974191,7.762806612,0
RFIL,2021,2,299.105,Pre,42,Rob Dawson,"President and CEO, RF Industries","These solutions underscore our capabilities in supporting carrier tower site builds, and we feel that along with our small cell and DAC thermal cooling solutions, we're building a more complete set of products for the wireless carrier market.",0.999610948,8.76241756,0
RFIL,2021,2,302.682,Pre,43,Rob Dawson,"President and CEO, RF Industries",We've developed a strong reputation in the market.,0.999999993,9.762417553,0
RFIL,2021,2,306.744,Pre,44,Rob Dawson,"President and CEO, RF Industries","Our ability to deliver is great, and we continue to build on this proven track record.",0.999999992,10.76241755,0
RFIL,2021,2,312.547,Pre,45,Rob Dawson,"President and CEO, RF Industries","We are a strong and reliable vendor for any carrier, and the market is recognizing this more and more.",0.999999992,11.76241754,0
RFIL,2021,2,319.331,Pre,46,Rob Dawson,"President and CEO, RF Industries",We now have product of various types actively shipping into every wireless Tier 1 carrier's network.,-3.06E-07,11.76241723,0
RFIL,2021,2,326.615,Pre,47,Rob Dawson,"President and CEO, RF Industries","We're doing business on one product or another, or multiple products, with every one of the companies in the wireless Tier 1 ecosystem.",-1.37E-06,11.76241586,0
RFIL,2021,2,336.059,Pre,48,Rob Dawson,"President and CEO, RF Industries","Much of that product will go through our distribution partners, or it might go direct, and to some we're selling various product types through both channels.",-4.48E-07,11.76241542,0
RFIL,2021,2,342.183,Pre,49,Rob Dawson,"President and CEO, RF Industries","Looking at our product areas and market segments, our distribution business remains solid.",0.999999998,12.76241541,0
RFIL,2021,2,351.43,Pre,50,Rob Dawson,"President and CEO, RF Industries",Our RF coaxial cable and connector products and our C-Enterprise's fast-turn fiber products together make up our primary offer sold through distribution.,2.26E-05,12.76243797,0
RFIL,2021,2,364.002,Pre,51,Rob Dawson,"President and CEO, RF Industries","As I've noted before, during the past few years, we've successfully strengthened and increased distribution channels, and this business continues to provide a solid, increasing baseline of sales.",0.999999996,13.76243797,0
RFIL,2021,2,378.012,Pre,52,Rob Dawson,"President and CEO, RF Industries","As the business climate continues to improve, particularly around tower and general technical crews being able to get out and do work on both outdoor and indoor sites, we expect our distribution business will continue to grow.",0.999999728,14.76243769,0
RFIL,2021,2,381.514,Pre,53,Rob Dawson,"President and CEO, RF Industries","Moving on to small cell, nothing has changed.",-0.000638333,14.76179936,0
RFIL,2021,2,387.159,Pre,54,Rob Dawson,"President and CEO, RF Industries","Small cell is still a huge opportunity, which we expect will increase sales in the second half of the year and beyond.",0.99999985,15.76179921,0
RFIL,2021,2,392.967,Pre,55,Rob Dawson,"President and CEO, RF Industries","spending is beginning to slowly improve, definitely more than where it was six or nine months ago.",0.911370826,16.67317004,0
RFIL,2021,2,398.551,Pre,56,Rob Dawson,"President and CEO, RF Industries",But we still have not seen it unlock like we're starting to see on the macro side with things like hybrid fiber.,-0.12007686,16.55309318,1
RFIL,2021,2,408.878,Pre,57,Rob Dawson,"President and CEO, RF Industries",Part of the delay in small cell spend has been the carriers reexamining their deployment plans due to certain performance issues and a new spectrum from the C-band auctions.,-0.99144512,15.56164806,0
RFIL,2021,2,412.101,Pre,58,Rob Dawson,"President and CEO, RF Industries",But these seem to have come down to tweaks and designs.,-0.579289619,14.98235844,0
RFIL,2021,2,425.719,Pre,59,Rob Dawson,"President and CEO, RF Industries","We believe that the recent C-band auction the spend related to the C-Bend auction is going to drive the need for infrastructure to make it all work, and that a significant increase in spend is not a matter of if, but rather a matter of when.",-0.001148678,14.98120976,0
RFIL,2021,2,434.666,Pre,60,Rob Dawson,"President and CEO, RF Industries","And with both our offer and our customer relationships, we are more strongly positioned now for long-term growth once the widespread rollout does occur.",0.999999998,15.98120976,0
RFIL,2021,2,440.351,Pre,61,Rob Dawson,"President and CEO, RF Industries","Our sales activities continue to increase, and we have a strong backlog of small-sell orders.",0.999999995,16.98120975,1
RFIL,2021,2,447.374,Pre,62,Rob Dawson,"President and CEO, RF Industries","We have product actively shipping to anyone who's deploying small cells, as well as ongoing discussions regarding future deployments.",2.09E-05,16.98123068,0
RFIL,2021,2,457.597,Pre,63,Rob Dawson,"President and CEO, RF Industries","So as spend normalizes and increases like it's going to do, we can scale rapidly once the carriers are ready and we believe we're well positioned to benefit.",0.999999995,17.98123068,0
RFIL,2021,2,469.781,Pre,64,Rob Dawson,"President and CEO, RF Industries","In addition to the substantial opportunity we see within small cell, we see a significant opportunity for our DAC thermal cooling offering, which plays in both traditional wireline and wireless carriers.",0.999999147,18.98122983,0
RFIL,2021,2,474.502,Pre,65,Rob Dawson,"President and CEO, RF Industries",as well as in market segments like cable operators and mobile edge computing providers.,2.29E-05,18.98125275,0
RFIL,2021,2,483.725,Pre,66,Rob Dawson,"President and CEO, RF Industries",Our thermal cooling solutions enable us to offer a definitive value proposition centered around a better design and clear cost and energy savings.,0.999999975,19.98125273,0
RFIL,2021,2,488.666,Pre,67,Rob Dawson,"President and CEO, RF Industries",And it's allowing us to initiate a different kind of sales conversation with a new set of customers.,1.24E-06,19.98125397,0
RFIL,2021,2,497.489,Pre,68,Rob Dawson,"President and CEO, RF Industries",We've discussed and quoted some major potential projects and some significant upgrades that we think are going to start to break free in the coming handful of quarters.,6.70E-05,19.98132093,0
RFIL,2021,2,506.032,Pre,69,Rob Dawson,"President and CEO, RF Industries",We believe these are going to have to happen around the 5G spend and will likely come in waves as more and more new or replacement equipment is added to sites.,-0.019047175,19.96227376,0
RFIL,2021,2,516.457,Pre,70,Rob Dawson,"President and CEO, RF Industries","To give an example of these discussions, we've been in conversations with a company that has a wireless coverage footprint that is not cellular, but more like broadband for high-speed connectivity.",-2.55E-06,19.96227121,0
RFIL,2021,2,525.321,Pre,71,Rob Dawson,"President and CEO, RF Industries","This customer reached out to us seeking a unique DAC cooling solution for their rooftop sites, which would potentially represent a multimillion-dollar opportunity.",0.999617666,20.96188887,0
RFIL,2021,2,535.567,Pre,72,Rob Dawson,"President and CEO, RF Industries","This one example shows how our DAC products can go beyond the traditional carriers and open opportunities with new kinds of companies, like cable MSOs and utilities.",0.166483686,21.12837256,0
RFIL,2021,2,546.335,Pre,73,Rob Dawson,"President and CEO, RF Industries","We believe we're going to see DAC begin to gain momentum in the coming quarters, and we feel very good about the opportunities for this product, both in the carrier space and in all these alternative markets.",0.999999996,22.12837255,0
RFIL,2021,2,550.098,Pre,74,Rob Dawson,"President and CEO, RF Industries",One final point on the recovery in our markets.,-0.015117597,22.11325496,0
RFIL,2021,2,560.333,Pre,75,Rob Dawson,"President and CEO, RF Industries","Our industrial OEM and defense customers, which are primarily serviced out of our Northeast facilities, are returning to more normalized levels, and we anticipate sales expansion in these segments.",0.9999996,23.11325456,0
RFIL,2021,2,567.696,Pre,76,Rob Dawson,"President and CEO, RF Industries",This again is part of our increasing baseline of revenue that we can build on top of with large long-term project wins.,0.99999948,24.11325404,0
RFIL,2021,2,577.58,Pre,77,Rob Dawson,"President and CEO, RF Industries","Turning to M&A, as I've said before, we're committed to driving consolidation in our industry, and our plan is to make an acquisition of a much more meaningful size.",0.002016058,24.1152701,0
RFIL,2021,2,584.042,Pre,78,Rob Dawson,"President and CEO, RF Industries","As we announced during the quarter, we've set up a board committee specifically focused on helping our M&A strategy.",3.12E-07,24.11527041,0
RFIL,2021,2,587.426,Pre,79,Rob Dawson,"President and CEO, RF Industries",and we remain committed to M&A activity this year.,0.000775517,24.11604592,0
RFIL,2021,2,596.649,Pre,80,Rob Dawson,"President and CEO, RF Industries","We continue to add to a growing pipeline of potential candidates, and while I have no specific update to share today, there's certainly no shortage of conversations going on.",0.060227163,24.17627309,0
RFIL,2021,2,606.172,Pre,81,Rob Dawson,"President and CEO, RF Industries","So to conclude, it looks like the world is getting back to some normalcy here, and we expect the wireless carrier spend to continue to recover and grow.",0.995601146,25.17187423,0
RFIL,2021,2,619.223,Pre,82,Rob Dawson,"President and CEO, RF Industries","We see a growing opportunity to expand further into this market with our hybrid fiber, small cell, and DAC offerings, all of which give us a strong foundation for growth going forward on top of our core run rate product lines.",0.999999998,26.17187423,0
RFIL,2021,2,631.435,Pre,83,Rob Dawson,"President and CEO, RF Industries","We believe we're getting back to normal sequential growth, and with our strong existing backlog and solid pipeline of opportunities, we feel confident that we will return to year-over-year revenue growth in fiscal 21.",0.999999996,27.17187423,0
RFIL,2021,2,646.391,Pre,84,Rob Dawson,"President and CEO, RF Industries","While it's tough to predict timing on certain larger orders and the related fulfillment, with what we know today, we expect to see a steady increase over the back half of the year, with continued sequential revenue growth in both Q3 and Q4.",0.999999997,28.17187422,0
RFIL,2021,2,653.577,Pre,85,Rob Dawson,"President and CEO, RF Industries","With that, I'll now turn the call over to Peter for a review and discussion of the financial results for the quarter.",-0.000298651,28.17157557,0
RFIL,2021,2,654.758,Pre,86,Rob Dawson,"President and CEO, RF Industries",Peter?,-3.66E-05,28.17153895,0
RFIL,2021,2,658.06,Pre,87,Peter Yin,"Senior Vice President and CFO, RF Industries","Thank you, Rob, and good afternoon, everyone.",0.076996817,28.24853577,0
RFIL,2021,2,667.408,Pre,88,Peter Yin,"Senior Vice President and CFO, RF Industries","In Q2, we started to see increased demand and positive momentum as business activity in our markets is starting to return to more normal levels.",0.999999991,29.24853576,0
RFIL,2021,2,675.767,Pre,89,Peter Yin,"Senior Vice President and CFO, RF Industries","Sales in the second quarter at $11.1 million were up 11% sequentially, and up 6% year over year.",0.999999628,30.24853539,0
RFIL,2021,2,683.914,Pre,90,Peter Yin,"Senior Vice President and CFO, RF Industries",The increase is primarily related to the project revenue from the Tier 1 carrier customer for our hybrid fiber cable offering.,0.92995265,31.17848804,0
RFIL,2021,2,697.004,Pre,91,Peter Yin,"Senior Vice President and CFO, RF Industries","As we noted in our earnings press release, our second quarter financial results include the impact of the loan forgiveness we received from the Paycheck Protection Program of $2.8 million and $2.6 million in employee retention credits.",-0.004769153,31.17371888,0
RFIL,2021,2,718.734,Pre,92,Peter Yin,"Senior Vice President and CFO, RF Industries","Of the $2.6 million in employee retention credit that we recognized, $1.77 million of this credit positively impacted our cost of goods sold as they related to our production workforce, and the remaining $873,000 fell to our G&A line.",0.999957329,32.17367621,0
RFIL,2021,2,727.199,Pre,93,Peter Yin,"Senior Vice President and CFO, RF Industries","We do expect to receive another $800,000 in employee retention credits that will have a positive impact in the current third quarter.",0.999999891,33.1736761,0
RFIL,2021,2,738.814,Pre,94,Peter Yin,"Senior Vice President and CFO, RF Industries","Gross margin for Q2 was 43%, which includes the positive impact of the employee retention credits recognized in the quarter, as mentioned earlier.",0.999999747,34.17367585,0
RFIL,2021,2,749.776,Pre,95,Peter Yin,"Senior Vice President and CFO, RF Industries","Excluding the impact of the tax credits, gross profit margin was 27%, which is up 100 basis points from 26% in the preceding first quarter.",0.999999471,35.17367532,0
RFIL,2021,2,765.933,Pre,96,Peter Yin,"Senior Vice President and CFO, RF Industries",This sequential improvement is a result of the increase in sales of $1 million as compared to Q1 and having certain costs being spread over a higher sales number and are continuing to do a good job operationally to manage our expenses.,0.999999991,36.17367531,0
RFIL,2021,2,786.978,Pre,97,Peter Yin,"Senior Vice President and CFO, RF Industries","Rather than continue to go through all the comparisons one by one, whether looking at net income, EPS, or adjusted EBITDA, the primary reason for the increase in each of these comparisons can be explained by the positive impact of the employee retention credit and the forgiveness of the PPP loans that was recognized in the second quarter.",0.999999485,37.1736748,0
RFIL,2021,2,794.297,Pre,98,Peter Yin,"Senior Vice President and CFO, RF Industries","Even without the impact of the ERC and PPP loans, we see positive trends in Q1 versus Q2.",0.999999997,38.17367479,0
RFIL,2021,2,807.941,Pre,99,Peter Yin,"Senior Vice President and CFO, RF Industries","As an example, our operating income was $42,000 in Q2 without the impact of the ERC and PPP loan forgiveness versus operating loss of $589,000 in Q1.",-0.296659428,37.87701537,0
RFIL,2021,2,819.191,Pre,100,Peter Yin,"Senior Vice President and CFO, RF Industries",Our balance sheet remained strong and included cash and cash equivalents of $14.8 million and working capital of just over $29 million at the end of the quarter.,0.999999895,38.87701526,0
RFIL,2021,2,826.934,Pre,101,Peter Yin,"Senior Vice President and CFO, RF Industries","The cash balance here does not yet include the majority of the ERC credit, which we have recognized during the quarter from a P&L perspective.",-1.38E-05,38.87700144,0
RFIL,2021,2,835.257,Pre,102,Peter Yin,"Senior Vice President and CFO, RF Industries","The receivable related to the ERC is included as part of our other current assets, which represents $2.4 million.",-0.000398485,38.87660296,0
RFIL,2021,2,841.419,Pre,103,Peter Yin,"Senior Vice President and CFO, RF Industries","Looking ahead, we are better positioned in the marketplace today than we have ever been.",0.999999996,39.87660295,0
RFIL,2021,2,849.271,Pre,104,Peter Yin,"Senior Vice President and CFO, RF Industries",We are starting to see momentum build around new business as evidenced by our improved bookings and growth in our backlog in the quarter.,0.999999997,40.87660295,0
RFIL,2021,2,857.393,Pre,105,Peter Yin,"Senior Vice President and CFO, RF Industries","At the end of Q2, backlog was $15.6 million on second quarter bookings of $19.6 million.",-1.04E-06,40.87660191,0
RFIL,2021,2,862.094,Pre,106,Peter Yin,"Senior Vice President and CFO, RF Industries",This is up from $7.1 million in backlog last quarter.,0.430848837,41.30745075,0
RFIL,2021,2,868.476,Pre,107,Peter Yin,"Senior Vice President and CFO, RF Industries","Since quarter end, our backlog has continued to build and as of today, currently stands at $22.8 million.",0.291859312,41.59931006,0
RFIL,2021,2,878.526,Pre,108,Peter Yin,"Senior Vice President and CFO, RF Industries","we are seeing our overall sales pipeline continue to build in nearly all areas, which gives us confidence that these things are getting better.",0.999999998,42.59931006,0
RFIL,2021,2,896.021,Pre,109,Peter Yin,"Senior Vice President and CFO, RF Industries","With what we know today, we are expecting sequential growth in the third quarter over Q2, and we also expect our fourth quarter to grow sequentially over Q3, with a return to year-over-year revenue growth for our full fiscal 2021 year.",0.999999898,43.59930995,0
